STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
725053,94728, 20130901,   78.9,24,   70.1,24, 1009.9,20, 1005.3,24,   9.3,24,   2.7,21,   7.0, 999.9,   86.0 ,  73.0 , 0.00G,999.9, 000000,
725053,94728, 20130902,   76.9,24,   71.8,24, 1008.2,18, 1003.6,24,   6.3,24,   0.9,24,   5.1, 999.9,   84.0 ,  73.9 , 0.00G,999.9, 010000,
725053,94728, 20130903,   75.7,24,   64.8,24, 1007.7,19, 1003.1,24,   7.9,24,   2.7,23,   7.0, 999.9,   82.0 ,  71.1 , 0.08G,999.9, 010000,
725053,94728, 20130904,   72.7,24,   54.0,24, 1013.9,24, 1009.1,24,  10.0,24,   4.4,21,   8.0, 999.9,   82.0 ,  64.9 , 0.03G,999.9, 000000,
725053,94728, 20130905,   73.0,24,   51.4,24, 1015.1,24, 1010.4,24,  10.0,24,   4.3,23,   8.0,  15.9,   82.0 ,  64.9 , 0.00G,999.9, 000000,
725053,94728, 20130906,   64.7,24,   39.9,24, 1022.4,24, 1017.5,24,  10.0,24,   4.2,23,   9.9,  17.1,   80.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130907,   67.8,24,   45.9,24, 1018.2,24, 1013.3,24,  10.0,24,   2.9,24,   6.0, 999.9,   80.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130908,   73.7,24,   52.8,24, 1011.5,24, 1006.7,24,  10.0,24,   4.5,22,   8.0,  19.0,   82.9 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20130909,   65.3,24,   45.6,24, 1021.5,24, 1016.6,24,  10.0,24,   4.9,22,   9.9,  15.9,   72.0*,  57.0*, 0.00G,999.9, 000000,
725053,94728, 20130910,   74.9,24,   63.7,24, 1020.1,19, 1015.4,24,   8.9,24,   4.1,22,  11.1,  17.1,   87.1 ,  57.0 , 0.01G,999.9, 000000,
725053,94728, 20130911,   84.4,24,   70.9,24, 1018.2,24, 1013.5,24,   6.3,24,   3.9,23,   7.0, 999.9,   96.1 ,  68.0 , 0.00I,999.9, 000000,
725053,94728, 20130912,   80.0,24,   69.8,24, 1012.4,21, 1007.2,24,   6.1,24,   4.6,21,   9.9,  21.0,   86.0*,  70.0*, 0.00G,999.9, 110000,
725053,94728, 20130913,   70.1,24,   61.5,24, 1005.3,24, 1000.6,24,   8.0,24,   4.1,22,   8.9,  18.1,   87.1 ,  66.9 , 1.66G,999.9, 010000,
725053,94728, 20130914,   60.3,24,   44.5,24, 1014.1,24, 1009.3,24,  10.0,24,   4.7,22,   7.0,  15.0,   77.0 ,  54.0 , 0.06G,999.9, 000000,
725053,94728, 20130915,   60.4,24,   43.3,24, 1020.9,24, 1016.1,24,  10.0,24,   2.9,23,   5.1, 999.9,   73.0 ,  51.1 , 0.00G,999.9, 000000,
725053,94728, 20130916,   65.2,24,   51.7,24, 1018.6,24, 1013.7,24,   9.9,24,   3.2,23,   7.0, 999.9,   73.0 ,  51.1 , 0.01G,999.9, 010000,
725053,94728, 20130917,   57.8,24,   38.3,24, 1027.5,23, 1022.4,24,  10.0,24,   5.4,23,  12.0,  22.0,   73.0 ,  50.0 , 0.02G,999.9, 000000,
725053,94728, 20130918,   60.0,24,   41.9,24, 1026.0,24, 1021.2,24,  10.0,24,   1.4,23,   5.1, 999.9,   72.0 ,  50.0 , 0.00G,999.9, 000000,
725053,94728, 20130919,   64.3,24,   47.4,24, 1021.1,24, 1016.2,24,  10.0,24,   2.9,23,   6.0, 999.9,   78.1 ,  51.1 , 0.00G,999.9, 000000,
725053,94728, 20130920,   67.6,24,   53.9,24, 1018.1,24, 1013.3,24,   9.6,24,   2.1,23,   5.1, 999.9,   79.0 ,  55.0 , 0.00G,999.9, 000000,
725053,94728, 20130921,   67.7,24,   59.5,24, 1013.1,23, 1008.0,24,  10.0,24,   3.6,23,  11.1,  21.0,   79.0 ,  60.1 , 0.00G,999.9, 000000,
725053,94728, 20130922,   65.3,24,   53.6,24, 1007.3,22, 1002.2,24,   8.8,24,   4.6,23,   9.9,  18.1,   77.0 ,  59.0 , 1.17G,999.9, 110000,
725053,94728, 20130923,   57.5,24,   39.8,24, 1014.6,24, 1009.9,24,  10.0,24,   3.7,22,   8.0,  15.9,   69.1 ,  50.0 , 0.45G,999.9, 000000,
725053,94728, 20130924,   58.4,24,   40.3,24, 1015.6,24, 1010.8,24,  10.0,24,   3.8,22,   8.0, 999.9,   73.0 ,  46.9 , 0.00G,999.9, 000000,
725053,94728, 20130925,   62.5,24,   43.4,24, 1013.5,24, 1008.7,24,  10.0,24,   2.0,24,   4.1, 999.9,   73.0 ,  46.9 , 0.00G,999.9, 000000,
725053,94728, 20130926,   63.0,24,   52.3,24, 1015.5,22, 1010.7,24,  10.0,24,   3.1,24,   8.0, 999.9,   73.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20130927,   61.8,24,   50.8,24, 1021.7,24, 1016.9,24,  10.0,24,   3.3,24,   8.0, 999.9,   71.1 ,  57.0 , 0.00G,999.9, 000000,
725053,94728, 20130928,   64.1,24,   49.4,24, 1025.3,24, 1020.4,24,  10.0,24,   4.4,23,   7.0,  15.0,   73.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20130929,   63.7,24,   52.2,24, 1022.0,20, 1017.3,24,  10.0,24,   2.4,24,   8.0, 999.9,   73.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20130930,   63.1,24,   50.7,24, 1017.6,24, 1012.8,24,   9.8,24,   2.1,24,   6.0, 999.9,   75.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131001,   68.2,24,   52.1,24, 1014.9,24, 1010.1,24,  10.0,24,   2.3,24,   7.0, 999.9,   82.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131002,   72.7,24,   55.9,24, 1014.2,24, 1009.4,24,  10.0,24,   3.6,24,   7.0, 999.9,   82.9 ,  59.0 , 0.00G,999.9, 000000,
725053,94728, 20131003,   71.7,24,   54.7,24, 1017.9,24, 1013.1,24,   9.9,24,   0.9,24,   5.1, 999.9,   82.9 ,  63.0 , 0.00G,999.9, 000000,
725053,94728, 20131004,   73.5,24,   59.7,24, 1017.0,24, 1012.2,24,   8.5,24,   2.0,24,   4.1, 999.9,   86.0 ,  63.0 , 0.00G,999.9, 010000,
725053,94728, 20131005,   69.5,24,   61.5,24, 1017.6,22, 1012.9,24,   6.4,24,   3.5,24,   8.9, 999.9,   86.0 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20131006,   67.2,24,   63.1,24, 1018.5,19, 1013.7,24,   4.2,24,   4.7,23,   8.9,  14.0,   75.9 ,  64.0 , 0.00G,999.9, 000000,
725053,94728, 20131007,   69.6,24,   64.7,24, 1013.8,14, 1008.7,24,   6.9,24,   5.2,21,   8.9,  20.0,   75.9 ,  62.1 , 0.00G,999.9, 010000,
725053,94728, 20131008,   60.8,24,   43.9,24, 1020.8,24, 1016.0,24,  10.0,24,   5.0,24,   8.0, 999.9,   75.9 ,  54.0 , 0.25G,999.9, 000000,
725053,94728, 20131009,   58.3,24,   42.3,24, 1027.5,23, 1022.7,24,  10.0,24,   7.2,23,  15.9,  22.9,   66.9 ,  53.1 , 0.00G,999.9, 000000,
725053,94728, 20131010,   58.4,24,   48.4,24, 1023.3,22, 1018.4,24,  10.0,24,   7.3,24,  12.0,  21.0,   64.9 ,  53.1 , 0.00G,999.9, 010000,
725053,94728, 20131011,   63.3,24,   54.4,24, 1017.7,18, 1012.9,24,  10.0,24,   8.1,24,  12.0,  21.0,   68.0 ,  54.0 , 0.00G,999.9, 010000,
725053,94728, 20131012,   65.2,24,   45.7,24, 1020.9,20, 1015.9,24,  10.0,24,   8.9,24,  14.0,  24.1,   72.0 ,  60.1 , 0.02G,999.9, 000000,
725053,94728, 20131013,   60.3,24,   49.4,24, 1027.2,19, 1022.2,24,  10.0,24,   8.9,24,  15.9,  22.0,   72.0 ,  55.9 , 0.00G,999.9, 000000,
725053,94728, 20131014,   58.2,24,   46.2,24, 1026.9,20, 1022.3,24,  10.0,24,   2.8,24,   6.0, 999.9,   66.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20131015,   60.0,24,   49.6,24, 1023.2,24, 1018.3,24,   9.5,24,   2.1,24,   5.1, 999.9,   72.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20131016,   60.6,24,   51.9,24, 1018.0,19, 1013.0,24,  10.0,24,   3.1,24,   7.0, 999.9,   72.0 ,  53.1 , 0.00G,999.9, 000000,
725053,94728, 20131017,   65.3,24,   58.1,24, 1011.3,18, 1007.0,24,   7.0,24,   1.3,23,   5.1, 999.9,   73.0*,  62.1*, 0.00G,999.9, 000000,
725053,94728, 20131018,   63.5,24,   47.6,24, 1009.5,23, 1004.6,24,   9.6,24,   6.4,21,  11.1,  22.0,   73.0 ,  57.0 , 0.02G,999.9, 010000,
725053,94728, 20131019,   58.3,24,   42.0,24, 1013.6,24, 1008.8,24,  10.0,24,   2.2,21,   6.0, 999.9,   68.0 ,  52.0 , 0.00G,999.9, 000000,
725053,94728, 20131020,   57.4,24,   39.6,24, 1012.6,20, 1007.0,24,  10.0,24,   5.5,21,   9.9,  20.0,   64.0 ,  50.0 , 0.01G,999.9, 000000,
725053,94728, 20131021,   57.4,24,   35.5,24, 1018.7,24, 1013.8,24,  10.0,24,   3.1,22,   6.0,  15.9,   66.0 ,  50.0 , 0.00G,999.9, 000000,
725053,94728, 20131022,   59.5,24,   44.8,24, 1011.4,24, 1006.6,24,  10.0,24,   3.8,20,   6.0, 999.9,   66.9 ,  50.0 , 0.00G,999.9, 000000,
725053,94728, 20131023,   51.8,24,   35.1,24, 1007.0,24, 1002.1,24,  10.0,24,   3.8,23,   8.9,  17.1,   66.9 ,  48.0 , 0.00G,999.9, 000000,
725053,94728, 20131024,   47.4,24,   29.5,24, 1010.9,24, 1005.9,24,  10.0,24,   6.0,19,   8.9,  18.1,   54.0*,  42.1*, 0.00G,999.9, 000000,
725053,94728, 20131025,   46.3,24,   27.4,24, 1018.7,24, 1013.7,24,  10.0,24,   4.3,21,   7.0,  18.1,   54.0 ,  39.9 , 0.00G,999.9, 000000,
725053,94728, 20131026,   47.9,24,   29.0,24, 1020.3,24, 1015.4,24,  10.0,24,   5.5,19,  13.0,  22.9,   54.0*,  42.1*, 0.00G,999.9, 000000,
725053,94728, 20131027,   52.1,24,   28.9,24, 1013.7,24, 1008.8,24,  10.0,24,   4.3,19,   8.0,  17.1,   57.9 ,  41.0 , 0.00G,999.9, 000000,
725053,94728, 20131028,   51.5,24,   29.6,24, 1021.8,24, 1016.9,24,  10.0,24,   3.7,23,   8.0,  17.1,   61.0 ,  43.0 , 0.00G,999.9, 000000,
725053,94728, 20131029,   50.2,24,   30.0,24, 1028.2,24, 1023.1,24,  10.0,24,   4.9,24,   7.0, 999.9,   61.0 ,  43.0 , 0.00G,999.9, 000000,
725053,94728, 20131030,   52.8,24,   39.0,24, 1025.5,22, 1020.4,24,   9.6,24,   1.8,24,   4.1, 999.9,   60.1 ,  44.1 , 0.00G,999.9, 000000,
725053,94728, 20131031,   59.7,24,   52.7,24, 1019.9,19, 1014.8,24,   6.2,24,   2.3,23,   6.0, 999.9,   64.9 ,  46.9 , 0.00G,999.9, 010000,
725053,94728, 20131101,   66.2,24,   56.7,24, 1004.4,24,  999.6,24,   9.5,24,   4.8,22,  20.0,  38.1,   70.0 ,  53.1 , 0.07G,999.9, 010000,
725053,94728, 20131102,   61.3,24,   46.6,24, 1004.4,24,  999.7,24,  10.0,24,   3.2,22,   7.0,  15.9,   70.0 ,  55.0 , 0.12G,999.9, 000000,
725053,94728, 20131103,   49.6,24,   32.9,24, 1016.2,24, 1011.3,24,  10.0,24,   5.3,22,  11.1,  17.1,   68.0 ,  41.0 , 0.00G,999.9, 000000,
725053,94728, 20131104,   39.4,24,   15.9,24, 1034.4,24, 1029.3,24,  10.0,24,   5.7,24,  12.0,  20.0,   55.0 ,  35.1 , 0.00G,999.9, 000000,
725053,94728, 20131105,   46.8,24,   30.4,24, 1036.8,24, 1031.8,24,  10.0,24,   3.8,22,   6.0, 999.9,   55.0 ,  35.1 , 0.00G,999.9, 000000,
725053,94728, 20131106,   54.4,24,   42.1,24, 1029.0,24, 1024.0,24,  10.0,24,   3.0,22,   6.0, 999.9,   61.0 ,  41.0 , 0.00G,999.9, 000000,
725053,94728, 20131107,   57.8,24,   51.0,24, 1014.0,18, 1008.5,24,   9.4,24,   4.8,20,   9.9,  21.0,   63.0*,  48.0*, 0.00G,999.9, 010000,
725053,94728, 20131108,   45.0,24,   26.7,24, 1016.2,24, 1011.3,24,  10.0,24,   7.3,24,   9.9,  21.0,   48.0*,  39.9*, 0.13G,999.9, 000000,
725053,94728, 20131109,   43.7,24,   24.2,24, 1023.0,24, 1018.1,24,  10.0,24,   4.8,22,   8.9,  15.9,   50.0 ,  37.9 , 0.00G,999.9, 000000,
725053,94728, 20131110,   49.6,24,   31.1,24, 1013.7,24, 1008.8,24,  10.0,24,   6.0,23,  11.1,  24.1,   60.1 ,  37.9 , 0.00G,999.9, 000000,
725053,94728, 20131111,   48.2,24,   25.0,24, 1019.3,24, 1014.3,24,  10.0,24,   6.5,21,  11.1,  24.1,   61.0 ,  43.0 , 0.00G,999.9, 000000,
725053,94728, 20131112,   42.8,24,   24.9,24, 1018.3,21, 1013.4,24,   9.5,24,   5.0,20,  11.1,  22.9,   52.0*,  34.0*, 0.02G,999.9, 011000,
725053,94728, 20131113,   33.1,24,   12.9,24, 1026.6,24, 1021.5,24,  10.0,24,   5.6,22,   9.9,  18.1,   39.0 ,  28.9 , 0.01G,999.9, 000000,
725053,94728, 20131114,   40.7,24,   15.2,24, 1023.6,24, 1018.6,24,  10.0,24,   6.4,22,  13.0,  27.0,   52.0*,  33.1*, 0.00G,999.9, 000000,
725053,94728, 20131115,   50.0,24,   20.2,24, 1022.7,24, 1017.8,24,  10.0,24,   4.0,23,   8.0,  15.9,   57.0 ,  33.1 , 0.00G,999.9, 000000,
725053,94728, 20131116,   52.3,24,   35.5,24, 1025.1,23, 1020.1,24,   9.4,24,   3.4,23,   8.9,  15.9,   60.1 ,  44.1 , 0.03G,999.9, 010000,
725053,94728, 20131117,   54.6,24,   49.8,24, 1022.3,20, 1017.1,24,   5.1,24,   2.1,24,   8.9, 999.9,   60.1 ,  45.0 , 0.02G,999.9, 010000,
725053,94728, 20131118,   60.4,24,   45.5,24, 1005.8,19, 1001.5,24,   7.9,24,   5.8,23,   9.9,  19.0,   64.9 ,  51.1 , 0.25G,999.9, 010000,
725053,94728, 20131119,   47.1,24,   23.1,24, 1014.5,24, 1009.6,24,  10.0,24,   8.9,20,  13.0,  24.1,   64.9 ,  39.9 , 0.22G,999.9, 000000,
725053,94728, 20131120,   37.5,24,   16.0,24, 1031.4,24, 1026.4,24,  10.0,24,   5.8,23,  11.1,  17.1,   51.1 ,  32.0 , 0.00G,999.9, 000000,
725053,94728, 20131121,   42.1,24,   24.8,24, 1035.1,23, 1029.9,24,  10.0,24,   4.2,24,   8.0, 999.9,   51.1 ,  32.0 , 0.00G,999.9, 000000,
725053,94728, 20131122,   52.8,24,   43.7,24, 1022.1,19, 1018.1,24,   8.9,24,   5.1,19,   9.9,  15.9,   57.0 ,  35.1 , 0.01G,999.9, 010000,
725053,94728, 20131123,   46.3,24,   27.8,24, 1014.5,23, 1009.6,24,   9.8,24,   7.2,19,  13.0,  24.1,   57.0 ,  39.0 , 0.06G,999.9, 000000,
725053,94728, 20131124,   27.6,24,    4.8,24, 1019.9,23, 1014.6,24,   9.7,24,  10.8,23,  21.0,  34.0,   37.4*,  23.0*, 0.00G,999.9, 101000,
725053,94728, 20131125,   27.5,24,    6.8,24, 1029.4,24, 1024.3,24,  10.0,24,   5.6,23,   9.9,  21.0,   35.1 ,  23.0 , 0.00G,999.9, 000000,
725053,94728, 20131126,   35.9,24,   18.7,24, 1025.5,24, 1020.5,24,   9.1,24,   3.2,21,   8.0,  15.0,   41.0 ,  23.0 , 0.00G,999.9, 010000,
725053,94728, 20131127,   48.5,24,   44.4,24, 1003.6,10,  995.6,24,   5.5,24,   7.9,22,  13.0,  28.0,   62.1 ,  33.1 , 2.18G,999.9, 010000,
725053,94728, 20131128,   33.2,24,   13.3,24, 1018.0,23, 1012.3,24,  10.0,24,   7.9,24,  17.1,  28.9,   39.2*,  30.0*, 0.31G,999.9, 000000,
725053,94728, 20131129,   33.7,24,   13.8,24, 1034.0,24, 1028.9,24,  10.0,24,   2.4,22,   6.0,  14.0,   39.0 ,  30.0 , 0.00G,999.9, 000000,
725053,94728, 20131130,   31.2,24,   14.3,24, 1039.1,24, 1034.0,24,  10.0,24,   4.9,24,   8.0, 999.9,   39.0 ,  25.0 , 0.00G,999.9, 000000,
725053,94728, 20131201,   41.3,24,   28.2,24, 1023.8,20, 1019.5,24,  10.0,24,   2.1,24,   6.0, 999.9,   48.9 ,  25.0 , 0.00G,999.9, 000000,
725053,94728, 20131202,   45.1,24,   32.4,24, 1014.8,24, 1009.9,24,   8.2,24,   2.2,24,   5.1, 999.9,   48.9 ,  36.0 , 0.00G,999.9, 000000,
725053,94728, 20131203,   44.8,24,   34.3,24, 1012.9,24, 1008.0,24,   6.9,24,   2.7,24,   7.0, 999.9,   53.1 ,  37.9 , 0.00G,999.9, 000000,
725053,94728, 20131204,   45.7,24,   34.7,24, 1018.0,24, 1013.1,24,   6.4,24,   2.4,24,   5.1, 999.9,   53.1 ,  37.9 , 0.00G,999.9, 000000,
725053,94728, 20131205,   52.8,24,   47.0,24, 1018.1,18, 1013.4,24,   5.0,24,   2.6,24,   5.1, 999.9,   60.1 ,  41.0 , 0.01G,999.9, 110000,
725053,94728, 20131206,   52.4,24,   48.3,24, 1015.1,18, 1010.3,24,   6.0,24,   4.2,20,   8.9,  15.9,   62.1 ,  43.0 , 0.04G,999.9, 010000,
725053,94728, 20131207,   38.2,24,   29.1,24, 1024.9,18, 1018.5,24,   7.8,24,   6.1,24,   9.9,  19.0,   42.1*,  35.6*, 0.83G,999.9, 010000,
725053,94728, 20131208,   31.6,24,   15.6,24, 1033.9,22, 1028.7,24,   9.0,24,   5.2,24,   9.9, 999.9,   41.0 ,  28.9 , 0.14G,999.9, 001000,
725053,94728, 20131209,   34.6,24,   31.2,24, 1019.9,12, 1016.9,24,   4.2,24,   6.8,24,  12.0,  22.9,   39.0 ,  28.9 , 0.28G,999.9, 011000,
725053,94728, 20131210,   35.7,24,   30.2,24, 1014.9,19, 1009.7,24,   6.3,24,   5.1,24,   8.9,  17.1,   39.0 ,  30.9 , 0.10G,999.9, 101000,
725053,94728, 20131211,   30.1,24,   14.1,24, 1022.8,24, 1017.8,24,  10.0,24,   6.8,21,  12.0,  21.0,   37.0 ,  27.0 , 0.23G,999.9, 000000,
725053,94728, 20131212,   26.8,24,    8.0,24, 1024.8,24, 1019.8,24,  10.0,24,   6.6,22,  11.1,  19.0,   33.1 ,  23.0 , 0.00G,999.9, 000000,
725053,94728, 20131213,   27.8,24,    7.7,24, 1021.7,24, 1016.6,24,  10.0,24,   5.5,22,  11.1,  25.1,   35.1 ,  23.0 , 0.00G,999.9, 000000,
725053,94728, 20131214,   28.2,24,   17.5,24, 1027.8,16, 1023.1,24,   5.7,24,   7.0,24,  15.9,  22.9,   34.0*,  21.2*, 0.00G,999.9, 101000,
725053,94728, 20131215,   33.1,24,   27.5,24, 1004.5,16, 1001.2,24,   6.2,24,   8.1,24,  17.1,  25.1,   39.9 ,  21.9 , 1.45G,999.9, 111000,
725053,94728, 20131216,   30.3,24,   12.7,24, 1015.1,24, 1010.1,24,  10.0,24,   7.4,22,  12.0,  22.0,   39.9 ,  26.1 , 0.72G,  3.1, 000000,
725053,94728, 20131217,   27.3,24,   16.0,24, 1020.7,16, 1014.7,24,   6.1,24,   5.2,24,   9.9, 999.9,   32.0*,  24.8*, 0.01G,  3.1, 111000,
725053,94728, 20131218,   28.9,24,   18.3,24, 1016.3,21, 1011.0,24,   9.7,24,   5.5,24,  11.1,  19.0,   37.0 ,  23.0 , 0.18G,  3.1, 000000,
725053,94728, 20131219,   36.5,24,   20.7,24, 1020.0,24, 1014.9,24,   9.7,24,   4.8,22,   8.0,  21.0,   45.0 ,  23.0 , 0.00G,  3.9, 000000,
725053,94728, 20131220,   46.8,24,   28.4,24, 1017.8,24, 1012.8,24,  10.0,24,   3.0,23,  11.1,  20.0,   53.1 ,  30.0 , 0.00G,  3.1, 000000,
725053,94728, 20131221,   55.4,24,   44.4,24, 1014.6,24, 1009.7,24,   9.8,24,   7.0,22,  11.1,  20.0,   63.0 ,  41.0 , 0.01G,  3.1, 000000,
725053,94728, 20131222,   65.5,24,   55.4,24, 1011.9,22, 1007.0,24,  10.0,24,   5.5,24,  12.0,  22.9,   71.1 ,  51.1 , 0.00C,  1.2, 000000,
725053,94728, 20131223,   59.8,24,   54.0,24, 1015.0,18, 1009.9,23,   7.5,24,   3.7,22,  14.0,  25.1,   71.1 ,  52.0 , 0.07G,999.9, 010000,
725053,94728, 20131224,   38.8,24,   23.9,24, 1020.5,23, 1015.5,24,  10.0,24,   5.8,21,  12.0,  22.0,   64.0 ,  34.0 , 0.44G,999.9, 010000,
725053,94728, 20131225,   24.8,24,    6.5,24, 1030.4,24, 1025.4,24,  10.0,24,   5.2,23,  14.0,  25.1,   42.1 ,  19.0 , 0.00G,999.9, 000000,
725053,94728, 20131226,   31.9,24,   18.7,24, 1026.3,21, 1021.4,24,  10.0,24,   4.5,23,   8.0,  15.9,   35.1*,  28.0*, 0.00G,999.9, 000000,
725053,94728, 20131227,   35.2,24,   18.7,24, 1026.0,24, 1021.0,24,  10.0,24,   5.2,19,   8.9, 999.9,   39.9*,  32.0*, 0.00G,999.9, 000000,
725053,94728, 20131228,   43.0,24,   22.0,24, 1022.7,24, 1017.7,24,  10.0,24,   5.8,22,  13.0,  22.9,   55.0 ,  30.9 , 0.00G,999.9, 000000,
725053,94728, 20131229,   45.9,24,   30.4,24, 1016.1,18, 1007.5,24,   7.6,24,   5.4,23,  12.0,  18.1,   55.0 ,  36.0 , 0.00G,999.9, 010000,
725053,94728, 20131230,   39.8,24,   29.2,24, 1011.3,22, 1006.1,24,   9.8,24,   6.2,22,  11.1,  19.0,   48.0 ,  28.9 , 1.20G,999.9, 000000,
725053,94728, 20131231,   26.0,24,   10.4,24, 1020.6,24, 1015.5,24,   9.9,24,   4.4,24,  11.1,  22.9,   45.0 ,  21.0 , 0.00G,999.9, 000000,